210.720, 129.097, 8.333, 17.117 False
210.443, 129.095, 8.333, 17.150 False
210.165, 129.093, 8.333, 17.183 False
209.887, 129.092, 8.333, 17.216 False
209.609, 129.090, 8.333, 17.249 False
209.332, 129.089, 8.333, 17.282 False
209.054, 129.088, 8.333, 17.315 False
208.776, 129.086, 8.333, 17.348 False
208.498, 129.085, 8.333, 17.381 False
208.220, 129.084, 8.333, 17.414 False
207.943, 129.083, 8.333, 17.447 False
207.665, 129.082, 8.333, 17.480 False
207.387, 129.081, 8.333, 17.513 False
207.109, 129.080, 8.333, 17.546 False
206.832, 129.080, 8.333, 17.579 False
206.554, 129.079, 8.333, 17.612 False
206.276, 129.078, 8.333, 17.645 False
205.998, 129.078, 8.333, 17.678 False
205.721, 129.078, 8.333, 17.711 False
205.443, 129.077, 8.333, 17.744 False
205.165, 129.077, 8.333, 17.777 False
204.887, 129.077, 8.333, 17.810 False
204.609, 129.077, 8.333, 17.843 False
204.332, 129.077, 8.333, 17.876 False
204.054, 129.077, 8.333, 17.909 False
203.776, 129.077, 8.333, 17.942 False
203.498, 129.077, 8.333, 17.975 False
203.221, 129.077, 8.333, 18.008 False
202.943, 129.077, 8.333, 18.041 False
202.665, 129.078, 8.333, 18.074 False
202.387, 129.078, 8.333, 18.107 False
202.109, 129.078, 8.333, 18.140 False
201.832, 129.079, 8.333, 18.173 False
201.554, 129.079, 8.333, 18.206 False
201.276, 129.080, 8.333, 18.239 False
200.998, 129.081, 8.333, 18.272 False
200.721, 129.081, 8.333, 18.305 False
200.443, 129.083, 8.333, 18.338 False
200.165, 129.084, 8.333, 18.371 False
199.887, 129.085, 8.333, 18.404 False
199.609, 129.086, 8.333, 18.437 False
199.332, 129.088, 8.333, 18.470 False
199.054, 129.089, 8.333, 18.503 False
198.776, 129.090, 8.333, 18.536 False
198.498, 129.092, 8.333, 18.569 False
198.221, 129.093, 8.333, 18.602 False
197.943, 129.095, 8.333, 18.635 False
197.665, 129.096, 8.333, 18.668 False
197.387, 129.098, 8.333, 18.701 False
197.110, 129.100, 8.333, 18.734 False
196.832, 129.101, 8.333, 18.767 False
196.554, 129.103, 8.333, 18.800 False
196.276, 129.105, 8.333, 18.833 False
195.998, 129.107, 8.333, 18.866 False
195.721, 129.109, 8.333, 18.899 False
195.443, 129.111, 8.333, 18.932 False
